zip,city,county,display_name,median_income,total_population,poverty_count,poverty_rate,median_age,snap_retailer_count,snap_retailers_per_5000,basket_cost,affordability_score,data_source
07418,Glenwood,Bergen,Glenwood (Bergen),200296,2523,25,0.01,38.0,4,7.93,138.0,3.6,census_comprehensive
07419,Hamburg,Sussex,Hamburg (Sussex),109325,10102,800,0.079,44.6,5,2.47,124.8,5.9,census_comprehensive
07420,Haskell,Passaic,Haskell (Passaic),106915,5235,458,0.087,42.9,12,11.46,127.2,6.2,census_comprehensive
07421,Hewitt,Passaic,Hewitt (Passaic),132419,7660,237,0.031,46.4,3,1.96,127.2,5.0,census_comprehensive
07422,Highland Lakes,Sussex,Highland Lakes (Sussex),110526,5216,107,0.021,45.4,7,6.71,124.8,5.9,census_comprehensive
07424,Little Falls,Passaic,Little Falls (Passaic),104122,27475,1246,0.045,44.0,11,2.0,127.2,6.3,census_comprehensive
07435,Newfoundland,Passaic,Newfoundland (Passaic),143191,2430,16,0.007,51.6,9,18.52,127.2,4.6,census_comprehensive
07438,Oak Ridge,Morris,Oak Ridge (Morris),119594,11045,727,0.066,45.7,3,1.36,134.4,5.8,census_comprehensive
07439,Ogdensburg,Sussex,Ogdensburg (Sussex),104946,2231,157,0.07,38.7,1,2.24,124.8,6.2,census_comprehensive
07440,Pequannock,Morris,Pequannock (Morris),147976,4810,94,0.02,37.2,9,9.36,134.4,4.7,census_comprehensive
07442,Pompton Lakes,Passaic,Pompton Lakes (Passaic),119038,11010,1061,0.096,39.4,3,1.36,127.2,5.6,census_comprehensive
07444,Pompton Plains,Morris,Pompton Plains (Morris),113661,10766,739,0.069,53.3,2,0.93,134.4,6.1,census_comprehensive
07456,Ringwood,Passaic,Ringwood (Passaic),142529,11600,281,0.024,43.6,2,0.86,127.2,4.6,census_comprehensive
07457,Riverdale,Morris,Riverdale (Morris),96667,4084,414,0.101,50.2,12,14.69,134.4,7.2,census_comprehensive
07460,Stockholm,Sussex,Stockholm (Sussex),118229,2990,79,0.026,43.9,11,18.39,124.8,5.5,census_comprehensive
07461,Sussex,Sussex,Sussex (Sussex),104441,18575,1056,0.057,43.1,1,0.27,124.8,6.2,census_comprehensive
07462,Vernon,Sussex,Vernon (Sussex),99125,6892,486,0.071,49.0,9,6.53,124.8,6.5,census_comprehensive
07465,Wanaque,Passaic,Wanaque (Passaic),113673,5969,182,0.03,50.1,9,7.54,127.2,5.8,census_comprehensive
07470,Wayne,Passaic,Wayne (Passaic),151561,54131,1566,0.029,41.7,6,0.55,127.2,4.4,census_comprehensive
07480,West Milford,Passaic,West Milford (Passaic),114056,14440,462,0.032,48.4,5,1.73,127.2,5.8,census_comprehensive
07501,Paterson,Bergen,Paterson (Bergen),40699,35321,9753,0.276,31.3,3,0.42,138.0,17.6,census_comprehensive
07502,Paterson,Bergen,Paterson (Bergen),68649,17488,3906,0.223,33.2,6,1.72,138.0,10.4,census_comprehensive
07503,Paterson,Bergen,Paterson (Bergen),60295,19567,4050,0.207,33.4,5,1.28,138.0,11.9,census_comprehensive
07504,Paterson,Bergen,Paterson (Bergen),67269,13485,2472,0.183,37.8,7,2.6,138.0,10.7,census_comprehensive
07505,Paterson,Bergen,Paterson (Bergen),33311,4617,1782,0.386,37.5,3,3.25,138.0,21.5,census_comprehensive
07506,Hawthorne,Bergen,Hawthorne (Bergen),118093,19472,986,0.051,42.3,7,1.8,138.0,6.1,census_comprehensive
07507,Hawthorne,Bergen,Hawthorne (Bergen),65000,15000,1800,0.12,38.0,4,1.33,138.0,11.0,census_comprehensive
07508,Haledon,Bergen,Haledon (Bergen),94611,23611,2534,0.107,41.6,3,0.64,138.0,7.6,census_comprehensive
07509,Paterson,Bergen,Paterson (Bergen),65000,15000,1800,0.12,38.0,10,3.33,138.0,11.0,census_comprehensive
07510,Paterson,Bergen,Paterson (Bergen),65000,15000,1800,0.12,38.0,7,2.33,138.0,11.0,census_comprehensive
07511,Totowa,Bergen,Totowa (Bergen),65000,15000,1800,0.12,38.0,9,3.0,138.0,11.0,census_comprehensive
07512,Totowa,Bergen,Totowa (Bergen),114177,10919,413,0.038,43.1,10,4.58,138.0,6.3,census_comprehensive
07513,Paterson,Bergen,Paterson (Bergen),64320,10961,1967,0.179,33.3,9,4.11,138.0,11.1,census_comprehensive
07514,Paterson,Bergen,Paterson (Bergen),65492,18912,2930,0.155,39.1,11,2.91,138.0,10.9,census_comprehensive
07515,Area 515,Bergen,Area 515 (Bergen),65000,15000,1800,0.12,38.0,1,0.33,138.0,11.0,census_comprehensive
07516,Area 516,Bergen,Area 516 (Bergen),65000,15000,1800,0.12,38.0,10,3.33,138.0,11.0,census_comprehensive
07517,Area 517,Bergen,Area 517 (Bergen),65000,15000,1800,0.12,38.0,3,1.0,138.0,11.0,census_comprehensive
07518,Area 518,Bergen,Area 518 (Bergen),65000,15000,1800,0.12,38.0,4,1.33,138.0,11.0,census_comprehensive
07524,Paterson,Passaic,Paterson (Passaic),50033,14676,3633,0.248,31.9,12,4.09,127.2,13.2,census_comprehensive
07601,Hackensack,Bergen,Hackensack (Bergen),82212,45768,5037,0.11,41.5,6,0.66,138.0,8.7,census_comprehensive
07602,Hackensack,Bergen,Hackensack (Bergen),65000,15000,1800,0.12,38.0,8,2.67,138.0,11.0,census_comprehensive
07603,Bogota,Bergen,Bogota (Bergen),107321,9110,507,0.056,42.2,5,2.74,138.0,6.7,census_comprehensive
07604,Hasbrouck Heights,Bergen,Hasbrouck Heights (Bergen),118670,12067,1135,0.094,44.2,10,4.14,138.0,6.0,census_comprehensive
07605,Leonia,Bergen,Leonia (Bergen),115476,9333,333,0.036,46.3,6,3.21,138.0,6.2,census_comprehensive
07606,South Hackensack,Bergen,South Hackensack (Bergen),82750,2771,423,0.153,36.8,11,19.85,138.0,8.7,census_comprehensive
07607,Maywood,Bergen,Maywood (Bergen),119306,10042,281,0.028,45.6,2,1.0,138.0,6.0,census_comprehensive
07608,Teterboro,Bergen,Teterboro (Bergen),65000,120,69,0.575,39.4,3,125.0,138.0,11.0,census_comprehensive
07609,Area 609,Bergen,Area 609 (Bergen),65000,15000,1800,0.12,38.0,7,2.33,138.0,11.0,census_comprehensive
07610,Area 610,Bergen,Area 610 (Bergen),65000,15000,1800,0.12,38.0,2,0.67,138.0,11.0,census_comprehensive
07611,Area 611,Bergen,Area 611 (Bergen),65000,15000,1800,0.12,38.0,3,1.0,138.0,11.0,census_comprehensive
07612,Area 612,Bergen,Area 612 (Bergen),65000,15000,1800,0.12,38.0,12,4.0,138.0,11.0,census_comprehensive
07613,Area 613,Bergen,Area 613 (Bergen),65000,15000,1800,0.12,38.0,6,2.0,138.0,11.0,census_comprehensive
07614,Area 614,Bergen,Area 614 (Bergen),65000,15000,1800,0.12,38.0,7,2.33,138.0,11.0,census_comprehensive
07615,Area 615,Bergen,Area 615 (Bergen),65000,15000,1800,0.12,38.0,9,3.0,138.0,11.0,census_comprehensive
07616,Area 616,Bergen,Area 616 (Bergen),65000,15000,1800,0.12,38.0,10,3.33,138.0,11.0,census_comprehensive
07617,Area 617,Bergen,Area 617 (Bergen),65000,15000,1800,0.12,38.0,9,3.0,138.0,11.0,census_comprehensive
07618,Area 618,Bergen,Area 618 (Bergen),65000,15000,1800,0.12,38.0,5,1.67,138.0,11.0,census_comprehensive
07620,Alpine,Bergen,Alpine (Bergen),250001,1503,49,0.033,50.4,8,26.61,138.0,2.9,census_comprehensive
07621,Bergenfield,Bergen,Bergenfield (Bergen),124083,28269,1709,0.06,40.7,7,1.24,138.0,5.8,census_comprehensive
07622,Area 622,Bergen,Area 622 (Bergen),65000,15000,1800,0.12,38.0,4,1.33,138.0,11.0,census_comprehensive
07623,Area 623,Bergen,Area 623 (Bergen),65000,15000,1800,0.12,38.0,7,2.33,138.0,11.0,census_comprehensive
07624,Closter,Bergen,Closter (Bergen),187500,8544,608,0.071,40.3,7,4.1,138.0,3.8,census_comprehensive
07626,Cresskill,Bergen,Cresskill (Bergen),173293,9101,209,0.023,45.0,6,3.3,138.0,4.1,census_comprehensive
07627,Demarest,Bergen,Demarest (Bergen),175078,4916,39,0.008,45.9,9,9.15,138.0,4.1,census_comprehensive
07628,Dumont,Bergen,Dumont (Bergen),125585,18072,1079,0.06,42.1,1,0.28,138.0,5.7,census_comprehensive
07630,Emerson,Bergen,Emerson (Bergen),153963,7263,188,0.026,47.9,6,4.13,138.0,4.7,census_comprehensive
07631,Englewood,Bergen,Englewood (Bergen),101398,29342,2849,0.097,43.0,2,0.34,138.0,7.1,census_comprehensive
07632,Englewood Cliffs,Bergen,Englewood Cliffs (Bergen),222192,5330,249,0.047,49.9,12,11.26,138.0,3.2,census_comprehensive
07633,Area 633,Bergen,Area 633 (Bergen),65000,15000,1800,0.12,38.0,11,3.67,138.0,11.0,census_comprehensive
07634,Area 634,Bergen,Area 634 (Bergen),65000,15000,1800,0.12,38.0,2,0.67,138.0,11.0,census_comprehensive
07635,Area 635,Bergen,Area 635 (Bergen),65000,15000,1800,0.12,38.0,2,0.67,138.0,11.0,census_comprehensive
07636,Area 636,Bergen,Area 636 (Bergen),65000,15000,1800,0.12,38.0,7,2.33,138.0,11.0,census_comprehensive
07637,Area 637,Bergen,Area 637 (Bergen),65000,15000,1800,0.12,38.0,9,3.0,138.0,11.0,census_comprehensive
07639,Area 639,Bergen,Area 639 (Bergen),65000,15000,1800,0.12,38.0,9,3.0,138.0,11.0,census_comprehensive
07640,Harrington Park,Bergen,Harrington Park (Bergen),180515,4883,281,0.058,46.7,7,7.17,138.0,4.0,census_comprehensive
07641,Haworth,Bergen,Haworth (Bergen),227841,3321,124,0.037,44.8,2,3.01,138.0,3.1,census_comprehensive
07642,Hillsdale,Bergen,Hillsdale (Bergen),169862,10086,393,0.039,42.4,10,4.96,138.0,4.2,census_comprehensive
07643,Little Ferry,Bergen,Little Ferry (Bergen),79476,10942,931,0.085,44.8,7,3.2,138.0,9.0,census_comprehensive
07644,Lodi,Bergen,Lodi (Bergen),84570,25946,4139,0.16,39.4,6,1.16,138.0,8.5,census_comprehensive
07645,Montvale,Bergen,Montvale (Bergen),183664,8625,325,0.038,40.7,9,5.22,138.0,3.9,census_comprehensive
07646,New Milford,Bergen,New Milford (Bergen),113513,16882,773,0.046,39.5,8,2.37,138.0,6.3,census_comprehensive
07647,Northvale,Bergen,Northvale (Bergen),118614,5301,214,0.04,45.8,12,11.32,138.0,6.0,census_comprehensive
07650,Palisades Park,Bergen,Palisades Park (Bergen),101295,20192,2017,0.1,43.2,4,0.99,138.0,7.1,census_comprehensive
07651,Area 651,Bergen,Area 651 (Bergen),65000,15000,1800,0.12,38.0,12,4.0,138.0,11.0,census_comprehensive
07652,Paramus,Bergen,Paramus (Bergen),139707,26500,1384,0.052,49.1,2,0.38,138.0,5.1,census_comprehensive
07654,Area 654,Bergen,Area 654 (Bergen),65000,15000,1800,0.12,38.0,6,2.0,138.0,11.0,census_comprehensive
07655,Area 655,Bergen,Area 655 (Bergen),65000,15000,1800,0.12,38.0,3,1.0,138.0,11.0,census_comprehensive
07657,Ridgefield,Bergen,Ridgefield (Bergen),115676,11439,578,0.051,40.3,3,1.31,138.0,6.2,census_comprehensive
07658,Area 658,Bergen,Area 658 (Bergen),65000,15000,1800,0.12,38.0,3,1.0,138.0,11.0,census_comprehensive
07659,Area 659,Bergen,Area 659 (Bergen),65000,15000,1800,0.12,38.0,6,2.0,138.0,11.0,census_comprehensive
07660,Ridgefield Park,Bergen,Ridgefield Park (Bergen),98184,13167,1685,0.128,38.0,7,2.66,138.0,7.3,census_comprehensive
07662,Rochelle Park,Bergen,Rochelle Park (Bergen),118259,5820,309,0.053,48.3,3,2.58,138.0,6.1,census_comprehensive
07663,Saddle Brook,Bergen,Saddle Brook (Bergen),125935,14349,776,0.054,40.8,1,0.35,138.0,5.7,census_comprehensive
07664,Area 664,Bergen,Area 664 (Bergen),65000,15000,1800,0.12,38.0,10,3.33,138.0,11.0,census_comprehensive
07665,Area 665,Bergen,Area 665 (Bergen),65000,15000,1800,0.12,38.0,8,2.67,138.0,11.0,census_comprehensive
07666,Teaneck,Bergen,Teaneck (Bergen),134311,41499,2249,0.054,37.9,10,1.2,138.0,5.3,census_comprehensive
07668,Area 668,Bergen,Area 668 (Bergen),65000,15000,1800,0.12,38.0,1,0.33,138.0,11.0,census_comprehensive
07669,Area 669,Bergen,Area 669 (Bergen),65000,15000,1800,0.12,38.0,10,3.33,138.0,11.0,census_comprehensive
07670,Tenafly,Bergen,Tenafly (Bergen),208088,15252,560,0.037,42.1,7,2.29,138.0,3.4,census_comprehensive
07671,Area 671,Bergen,Area 671 (Bergen),65000,15000,1800,0.12,38.0,8,2.67,138.0,11.0,census_comprehensive
07672,Area 672,Bergen,Area 672 (Bergen),65000,15000,1800,0.12,38.0,3,1.0,138.0,11.0,census_comprehensive
07673,Area 673,Bergen,Area 673 (Bergen),65000,15000,1800,0.12,38.0,8,2.67,138.0,11.0,census_comprehensive
07674,Area 674,Bergen,Area 674 (Bergen),65000,15000,1800,0.12,38.0,12,4.0,138.0,11.0,census_comprehensive
07675,Westwood,Bergen,Westwood (Bergen),176981,27050,890,0.033,43.1,11,2.03,138.0,4.1,census_comprehensive
07676,Township Of Washington,Bergen,Township Of Washington (Bergen),168922,9276,233,0.025,46.0,10,5.39,138.0,4.2,census_comprehensive
07677,Woodcliff Lake,Bergen,Woodcliff Lake (Bergen),211233,6097,126,0.021,45.2,8,6.56,138.0,3.4,census_comprehensive
07678,Area 678,Bergen,Area 678 (Bergen),65000,15000,1800,0.12,38.0,5,1.67,138.0,11.0,census_comprehensive
07679,Area 679,Bergen,Area 679 (Bergen),65000,15000,1800,0.12,38.0,1,0.33,138.0,11.0,census_comprehensive
07680,Area 680,Bergen,Area 680 (Bergen),65000,15000,1800,0.12,38.0,1,0.33,138.0,11.0,census_comprehensive
07681,Area 681,Bergen,Area 681 (Bergen),65000,15000,1800,0.12,38.0,9,3.0,138.0,11.0,census_comprehensive
07682,Area 682,Bergen,Area 682 (Bergen),65000,15000,1800,0.12,38.0,9,3.0,138.0,11.0,census_comprehensive
07683,Area 683,Bergen,Area 683 (Bergen),65000,15000,1800,0.12,38.0,12,4.0,138.0,11.0,census_comprehensive
07686,Area 686,Bergen,Area 686 (Bergen),65000,15000,1800,0.12,38.0,2,0.67,138.0,11.0,census_comprehensive
07687,Area 687,Bergen,Area 687 (Bergen),65000,15000,1800,0.12,38.0,7,2.33,138.0,11.0,census_comprehensive
07688,Teaneck,Bergen,Teaneck (Bergen),65000,15000,1800,0.12,38.0,3,1.0,138.0,11.0,census_comprehensive
07701,Red Bank,Monmouth,Red Bank (Monmouth),113630,24544,1551,0.063,43.1,12,2.44,130.8,6.0,census_comprehensive
07702,Shrewsbury,Monmouth,Shrewsbury (Monmouth),144500,4162,144,0.035,42.0,3,3.6,130.8,4.7,census_comprehensive
07703,Fort Monmouth,Monmouth,Fort Monmouth (Monmouth),65000,0,0,0.12,-666666666.0,3,0,130.8,10.5,census_comprehensive
07704,Fair Haven,Monmouth,Fair Haven (Monmouth),237132,6182,74,0.012,40.5,8,6.47,130.8,2.9,census_comprehensive
07711,Allenhurst,Monmouth,Allenhurst (Monmouth),125938,1820,73,0.04,38.2,7,19.23,130.8,5.4,census_comprehensive
07712,Asbury Park,Monmouth,Asbury Park (Monmouth),95691,39597,4432,0.112,41.1,3,0.38,130.8,7.1,census_comprehensive
07716,Atlantic Highlands,Monmouth,Atlantic Highlands (Monmouth),124096,8528,308,0.036,50.3,4,2.35,130.8,5.5,census_comprehensive
07717,Avon By The Sea,Monmouth,Avon By The Sea (Monmouth),109113,1801,115,0.064,55.3,6,16.66,130.8,6.2,census_comprehensive
07718,Belford,Monmouth,Belford (Monmouth),139313,7057,190,0.027,39.3,3,2.13,130.8,4.9,census_comprehensive
07719,Belmar,Monmouth,Belmar (Monmouth),119877,22138,1107,0.05,45.4,9,2.03,130.8,5.7,census_comprehensive
07720,Bradley Beach,Monmouth,Bradley Beach (Monmouth),94722,4147,248,0.06,41.4,1,1.21,130.8,7.2,census_comprehensive
07721,Cliffwood,Monmouth,Cliffwood (Monmouth),128110,4445,237,0.053,30.9,12,13.5,130.8,5.3,census_comprehensive
07722,Colts Neck,Monmouth,Colts Neck (Monmouth),183015,9977,350,0.035,48.7,8,4.01,130.8,3.7,census_comprehensive
07723,Deal,Monmouth,Deal (Monmouth),86563,815,124,0.152,54.8,7,42.94,130.8,7.9,census_comprehensive
07724,Eatontown,Monmouth,Eatontown (Monmouth),99170,23830,1936,0.081,45.6,10,2.1,130.8,6.9,census_comprehensive
07726,Englishtown,Monmouth,Englishtown (Monmouth),145625,44698,2241,0.05,44.2,7,0.78,130.8,4.7,census_comprehensive
07727,Farmingdale,Monmouth,Farmingdale (Monmouth),131125,7135,218,0.031,44.3,8,5.61,130.8,5.2,census_comprehensive
07728,Freehold,Monmouth,Freehold (Monmouth),107042,56623,4145,0.073,41.7,7,0.62,130.8,6.3,census_comprehensive
07730,Hazlet,Monmouth,Hazlet (Monmouth),122276,17193,733,0.043,46.0,1,0.29,130.8,5.6,census_comprehensive
07731,Howell,Monmouth,Howell (Monmouth),130064,39924,2942,0.074,38.9,8,1.0,130.8,5.2,census_comprehensive
07732,Highlands,Monmouth,Highlands (Monmouth),90205,4686,349,0.074,48.8,10,10.67,130.8,7.5,census_comprehensive
07733,Holmdel,Monmouth,Holmdel (Monmouth),175559,17113,643,0.038,48.1,3,0.88,130.8,3.9,census_comprehensive
07734,Keansburg,Monmouth,Keansburg (Monmouth),89073,13188,1241,0.094,40.6,6,2.27,130.8,7.6,census_comprehensive
07735,Keyport,Monmouth,Keyport (Monmouth),98760,19203,1019,0.053,43.6,12,3.12,130.8,6.9,census_comprehensive
07737,Leonardo,Monmouth,Leonardo (Monmouth),134818,4158,162,0.039,39.5,4,4.81,130.8,5.0,census_comprehensive
07738,Lincroft,Monmouth,Lincroft (Monmouth),168945,6901,152,0.022,43.4,12,8.69,130.8,4.0,census_comprehensive
07739,Little Silver,Monmouth,Little Silver (Monmouth),220746,6096,148,0.024,46.8,7,5.74,130.8,3.1,census_comprehensive
07746,Marlboro,Monmouth,Marlboro (Monmouth),186885,18137,646,0.036,46.5,11,3.03,130.8,3.6,census_comprehensive
07747,Matawan,Monmouth,Matawan (Monmouth),124896,32246,2094,0.065,41.7,8,1.24,130.8,5.4,census_comprehensive
07748,Middletown,Monmouth,Middletown (Monmouth),152488,28288,1232,0.044,43.5,8,1.41,130.8,4.5,census_comprehensive
07750,Monmouth Beach,Monmouth,Monmouth Beach (Monmouth),140074,3201,74,0.023,58.3,8,12.5,130.8,4.9,census_comprehensive
07751,Morganville,Monmouth,Morganville (Monmouth),172576,21431,732,0.034,42.5,9,2.1,130.8,3.9,census_comprehensive
07752,Navesink,Monmouth,Navesink (Monmouth),65000,15000,1800,0.12,38.0,3,1.0,130.8,10.5,census_comprehensive
07753,Neptune,Monmouth,Neptune (Monmouth),92824,37208,3750,0.101,43.7,4,0.54,130.8,7.3,census_comprehensive
07755,Oakhurst,Monmouth,Oakhurst (Monmouth),133299,6150,424,0.069,35.4,9,7.32,130.8,5.1,census_comprehensive
07756,Ocean Grove,Monmouth,Ocean Grove (Monmouth),74410,3033,190,0.063,62.3,10,16.49,130.8,9.1,census_comprehensive
07757,Oceanport,Monmouth,Oceanport (Monmouth),156196,6130,180,0.029,48.3,8,6.53,130.8,4.4,census_comprehensive
07758,Port Monmouth,Monmouth,Port Monmouth (Monmouth),121150,4230,231,0.055,47.3,6,7.09,130.8,5.6,census_comprehensive
07760,Rumson,Monmouth,Rumson (Monmouth),217545,9557,392,0.041,46.5,4,2.09,130.8,3.1,census_comprehensive
07762,Spring Lake,Monmouth,Spring Lake (Monmouth),103947,8205,415,0.051,55.0,3,1.83,130.8,6.5,census_comprehensive
07763,Tennent,Monmouth,Tennent (Monmouth),65000,15000,1800,0.12,38.0,7,2.33,130.8,10.5,census_comprehensive
07764,West Long Branch,Monmouth,West Long Branch (Monmouth),123661,8576,198,0.023,30.4,5,2.92,130.8,5.5,census_comprehensive
07821,Andover,Sussex,Andover (Sussex),145100,9036,221,0.024,42.9,2,1.11,124.8,4.5,census_comprehensive
07822,Augusta,Sussex,Augusta (Sussex),106250,904,16,0.018,51.9,9,49.78,124.8,6.1,census_comprehensive
07823,Belvidere,Warren,Belvidere (Warren),84381,7542,725,0.096,55.3,1,0.66,120.0,7.4,census_comprehensive
07825,Blairstown,Warren,Blairstown (Warren),123355,9271,412,0.044,48.5,4,2.16,120.0,5.1,census_comprehensive
07826,Branchville,Sussex,Branchville (Sussex),114784,5575,188,0.034,49.4,11,9.87,124.8,5.6,census_comprehensive
07827,Montague,Sussex,Montague (Sussex),99938,4111,330,0.08,43.6,5,6.08,124.8,6.5,census_comprehensive
07828,Budd Lake,Morris,Budd Lake (Morris),96989,14723,885,0.06,37.7,9,3.06,134.4,7.2,census_comprehensive
07830,Califon,Hunterdon,Califon (Hunterdon),181023,7451,145,0.019,50.6,6,4.03,133.2,3.8,census_comprehensive
07831,Changewater,Warren,Changewater (Warren),65000,39,0,0.0,-666666666.0,5,641.03,120.0,9.6,census_comprehensive
07832,Columbia,Warren,Columbia (Warren),104358,3459,130,0.038,44.9,11,15.9,120.0,6.0,census_comprehensive
07833,Delaware,Warren,Delaware (Warren),138750,72,6,0.083,67.6,10,694.44,120.0,4.5,census_comprehensive
07834,Denville,Morris,Denville (Morris),162644,18203,522,0.029,41.6,8,2.2,134.4,4.3,census_comprehensive
07836,Flanders,Morris,Flanders (Morris),154743,12104,436,0.036,44.0,7,2.89,134.4,4.5,census_comprehensive
07838,Great Meadows,Warren,Great Meadows (Warren),121563,3495,196,0.056,42.2,5,7.15,120.0,5.1,census_comprehensive
07840,Hackettstown,Warren,Hackettstown (Warren),107956,31995,1765,0.055,42.9,8,1.25,120.0,5.8,census_comprehensive
07842,Hibernia,Morris,Hibernia (Morris),65000,52,0,0.0,-666666666.0,10,961.54,134.4,10.7,census_comprehensive
07843,Hopatcong,Sussex,Hopatcong (Sussex),111433,11309,464,0.041,41.4,5,2.21,124.8,5.8,census_comprehensive
07844,Hope,Warren,Hope (Warren),78015,111,3,0.027,25.3,12,540.54,120.0,8.0,census_comprehensive
07845,Ironia,Warren,Ironia (Warren),65000,15000,1800,0.12,38.0,12,4.0,120.0,9.6,census_comprehensive
07846,Johnsonburg,Warren,Johnsonburg (Warren),114000,29,0,0.0,69.4,4,689.66,120.0,5.5,census_comprehensive
07847,Kenvil,Morris,Kenvil (Morris),81313,1769,115,0.065,42.7,6,16.96,134.4,8.6,census_comprehensive
07848,Lafayette,Sussex,Lafayette (Sussex),116042,4513,302,0.067,52.6,4,4.43,124.8,5.6,census_comprehensive
07849,Lake Hopatcong,Morris,Lake Hopatcong (Morris),111081,8475,243,0.029,47.4,5,2.95,134.4,6.3,census_comprehensive
07850,Landing,Morris,Landing (Morris),101765,7328,643,0.088,39.8,8,5.46,134.4,6.9,census_comprehensive
07851,Layton,Sussex,Layton (Sussex),105139,298,0,0.0,37.6,6,100.67,124.8,6.2,census_comprehensive
07852,Ledgewood,Morris,Ledgewood (Morris),90924,3893,172,0.044,47.1,9,11.56,134.4,7.7,census_comprehensive
07853,Long Valley,Morris,Long Valley (Morris),183692,12360,398,0.032,44.3,8,3.24,134.4,3.8,census_comprehensive
07856,Mount Arlington,Morris,Mount Arlington (Morris),98397,4280,275,0.064,47.5,9,10.51,134.4,7.1,census_comprehensive
07857,Netcong,Morris,Netcong (Morris),92596,3543,298,0.084,43.6,8,11.29,134.4,7.5,census_comprehensive
